Gene,GeneStableID,MGI_ID,UniProtID,GeneName,Category1,Subcategory,Comments,UniProt_function,PANTHER_ProteinClass,GO_CellularComponent,GO_MolecularFunction,KEGG_CytoChemoReceptor,TFdb_TranscrFact,PRRs_and_Effectors
Il7r,ENSMUSG00000003882,96562,P16872,Interleukin-7 receptor subunit alpha,CytoChemoRecept,CCRecept,,NA,transmembrane signal receptor(PC00197),"membrane,cytosol,nucleoplasm,external side of plasma membrane,plasma membrane","protein binding,cytokine receptor activity",receptor,NA,NA
Il9r,ENSMUSG00000020279,96564,Q01114,Interleukin-9 receptor,CytoChemoRecept,CCRecept,,NA,transmembrane signal receptor(PC00197),"membrane,external side of plasma membrane,plasma membrane,cell surface,extracellular region","protein binding,cytokine receptor activity,interleukin-9 receptor activity,interleukin-9 binding",receptor,NA,NA
Ltbr,ENSMUSG00000030339,104875,P50284,Tumor necrosis factor receptor superfamily member 3,CytoChemoRecept,CCRecept,,NA,transmembrane signal receptor(PC00197),"membrane,Golgi apparatus,plasma membrane","protein binding,ubiquitin protein ligase binding,identical protein binding",receptor,NA,NA
Mpl,ENSMUSG00000006389,97076,Q08351,Thrombopoietin receptor,CytoChemoRecept,CCRecept,,NA,transmembrane signal receptor(PC00197),"membrane,Golgi apparatus,external side of plasma membrane,plasma membrane,cell surface,neuron projection,nuclear membrane,neuronal cell body","protein binding,cytokine receptor activity,thrombopoietin receptor activity",receptor,NA,NA
Tgfbr1,ENSMUSG00000007613,98728,Q64729,TGF-beta receptor type-1,CytoChemoRecept,CCRecept,,NA,serine/threonine protein kinase receptor(PC00205),"membrane,nucleus,plasma membrane,protein-containing complex,cell surface,membrane raft,apical plasma membrane,anchoring junction,endosome,bicellular tight junction,basolateral plasma membrane,receptor complex,caveola,transforming growth factor beta ligand-receptor complex,activin receptor complex","ATP binding,transmembrane receptor protein serine/threonine kinase activity,protein kinase activity,protein binding,protein-containing complex binding,transferase activity,metal ion binding,nucleotide binding,kinase activity,protein serine/threonine kinase activity,signaling receptor binding,SMAD binding,ubiquitin protein ligase binding,transforming growth factor beta binding,transforming growth factor beta receptor activity, type I,growth factor binding,I-SMAD binding,type II transforming growth factor beta receptor binding,activin binding,transforming growth factor beta receptor activity,activin receptor activity, type I",receptor,NA,NA
Tgfbr2,ENSMUSG00000032440,98729,Q62312,TGF-beta receptor type-2,CytoChemoRecept,CCRecept,,NA,serine/threonine protein kinase receptor(PC00205),"integral component of membrane,membrane,receptor complex,cytosol,cytoplasm,plasma membrane,extracellular space,external side of plasma membrane,cell surface,membrane raft,caveola,transforming growth factor beta ligand-receptor complex","metal ion binding,ATP binding,transmembrane receptor protein serine/threonine kinase activity,signaling receptor activity,protein serine/threonine kinase activity,protein kinase activity,transforming growth factor beta receptor activity, type II,protein binding,transferase activity,nucleotide binding,kinase activity,glycosaminoglycan binding,SMAD binding,molecular adaptor activity,transforming growth factor beta binding,transforming growth factor beta receptor activity,type I transforming growth factor beta receptor binding,mitogen-activated protein kinase kinase kinase binding,type III transforming growth factor beta receptor binding,activin receptor activity,activin binding",receptor,NA,NA
Tnfrsf11a,ENSMUSG00000026321,1314891,O35305,Tumor necrosis factor receptor superfamily member 11A,CytoChemoRecept,CCRecept,,NA,transmembrane signal receptor(PC00197),"cytosol,cytoplasm,membrane,external side of plasma membrane,plasma membrane,cell surface","protein binding,metal ion binding,transmembrane signaling receptor activity,cytokine binding,tumor necrosis factor receptor activity",receptor,NA,NA
Tnfrsf13b,ENSMUSG00000010142,1889411,Q9ET35,Tumor necrosis factor receptor superfamily member 13B,CytoChemoRecept,CCRecept,,NA,transmembrane signal receptor(PC00197),"integral component of plasma membrane,membrane,external side of plasma membrane,plasma membrane",NA,receptor,NA,NA
Tnfrsf13c,ENSMUSG00000068105,1919299,Q9D8D0,Tumor necrosis factor receptor superfamily member 13C,CytoChemoRecept,CCRecept,,NA,transmembrane signal receptor(PC00197),"membrane,external side of plasma membrane",signaling receptor activity,receptor,NA,NA
Tnfrsf14,ENSMUSG00000042333,2675303,Q80WM9,Tumor necrosis factor receptor superfamily member 14,CytoChemoRecept,CCRecept,,NA,transmembrane signal receptor(PC00197),"membrane,external side of plasma membrane,plasma membrane","protein binding,ubiquitin protein ligase binding,cytokine binding,virus receptor activity",receptor,NA,NA
Tnfrsf17,ENSMUSG00000022496,1343050,O88472,Tumor necrosis factor receptor superfamily member 17,CytoChemoRecept,CCRecept,,NA,transmembrane signal receptor(PC00197),membrane,signaling receptor activity,receptor,NA,NA
Tnfrsf1b,ENSMUSG00000028599,1314883,P25119,Tumor necrosis factor receptor superfamily member 1B,CytoChemoRecept,CCRecept,,NA,transmembrane signal receptor(PC00197),"membrane,nucleus,axon,perinuclear region of cytoplasm,neuronal cell body,membrane raft,varicosity","protein binding,tumor necrosis factor receptor activity,ubiquitin protein ligase binding,tumor necrosis factor binding",receptor,NA,NA
Tnfrsf21,ENSMUSG00000023915,2151075,Q9EPU5,Tumor necrosis factor receptor superfamily member 21,CytoChemoRecept,CCRecept,,NA,transmembrane signal receptor(PC00197),"cytoplasm,membrane,plasma membrane,cellular anatomical entity,axon",protein binding,receptor,NA,NA
Tnfrsf4,ENSMUSG00000029075,104512,P47741,Tumor necrosis factor receptor superfamily member 4,CytoChemoRecept,CCRecept,,NA,transmembrane signal receptor(PC00197),"membrane,cell surface","protein binding,tumor necrosis factor receptor activity",receptor,NA,NA
Xcr1,ENSMUSG00000060509,1346338,Q9R0M1,Chemokine XC receptor 1,CytoChemoRecept,CCRecept,,NA,cell adhesion molecule(PC00069),"integral component of membrane,membrane,external side of plasma membrane,plasma membrane","G protein-coupled receptor activity,chemokine receptor activity,C-C chemokine receptor activity,C-C chemokine binding",receptor,NA,NA
Ccl1,ENSMUSG00000020702,98258,P10146,C-C motif chemokine 1,CytoChemoRecept,CytoChemo,,NA,cytokine(PC00083),"extracellular region,extracellular space","chemokine activity,protein binding,cytokine activity,molecular adaptor activity,CCR chemokine receptor binding",cyto_chemo,NA,NA
Ccl11,ENSMUSG00000020676,103576,P48298,Eotaxin,CytoChemoRecept,CytoChemo,,NA,cytokine(PC00083),"extracellular region,extracellular space","chemokine activity,cytokine activity,receptor ligand activity,protein dimerization activity,CCR chemokine receptor binding,CCR3 chemokine receptor binding",cyto_chemo,NA,NA
Ccl12,ENSMUSG00000035352,108224,Q62401,C-C motif chemokine 12,CytoChemoRecept,CytoChemo,,NA,cytokine(PC00083),"extracellular region,extracellular space","chemokine activity,cytokine activity,CCR chemokine receptor binding,CCR2 chemokine receptor binding",cyto_chemo,NA,NA
Ccl17,ENSMUSG00000031780,1329039,F6R5P4,C-C motif chemokine,CytoChemoRecept,CytoChemo,,NA,cytokine(PC00083),"extracellular region,extracellular space","chemokine activity,cytokine activity,CCR4 chemokine receptor binding,CCR chemokine receptor binding",cyto_chemo,NA,NA
Ccl19,ENSMUSG00000071005,1346316,O70460,C-C motif chemokine 19,CytoChemoRecept,CytoChemo,,NA,cytokine(PC00083),"extracellular region,extracellular space,external side of plasma membrane","chemokine activity,cytokine activity,chemokine receptor binding,CCR chemokine receptor binding,CCR10 chemokine receptor binding,CCR7 chemokine receptor binding",cyto_chemo,NA,NA
Ccl2,ENSMUSG00000035385,98259,P10148,C-C motif chemokine 2,CytoChemoRecept,CytoChemo,,NA,cytokine(PC00083),"extracellular region,synapse,cytoplasm,extracellular space,perinuclear region of cytoplasm,neuronal cell body,dendrite,axon terminus,perikaryon,endocytic vesicle,rough endoplasmic reticulum,C-fiber","chemokine activity,protein binding,heparin binding,cytokine activity,G protein-coupled receptor binding,CCR chemokine receptor binding,CCR2 chemokine receptor binding",cyto_chemo,NA,NA
Ccl20,ENSMUSG00000026166,1329031,O89093,C-C motif chemokine 20,CytoChemoRecept,CytoChemo,,NA,cytokine(PC00083),"extracellular region,extracellular space","chemokine activity,cytokine activity,chemokine receptor binding,CCR6 chemokine receptor binding,protein binding,CCR chemokine receptor binding",cyto_chemo,NA,NA
Ccl21a,ENSMUSG00000094686,1349183,P84444,C-C motif chemokine 21a,CytoChemoRecept,CytoChemo,,NA,cytokine(PC00083),"extracellular region,extracellular space","chemokine activity,CCR7 chemokine receptor binding,cytokine activity,CCR chemokine receptor binding,chemokine receptor binding",cyto_chemo,NA,NA
Ccl21b,ENSMUSG00000095675,1349182,P86792,C-C motif chemokine 21b,CytoChemoRecept,CytoChemo,,NA,cytokine(PC00083),"extracellular region,extracellular space,external side of plasma membrane","chemokine activity,CCR7 chemokine receptor binding,cytokine activity,CCR chemokine receptor binding,chemokine receptor binding",cyto_chemo,NA,NA
Ccl21d,ENSMUSG00000094065,NA,NA,NA,CytoChemoRecept,CytoChemo,,NA,NA,"extracellular region,extracellular space,external side of plasma membrane","chemokine activity,CCR7 chemokine receptor binding,cytokine activity,CCR chemokine receptor binding,chemokine receptor binding",cyto_chemo,NA,NA
Ccl22,ENSMUSG00000031779,1306779,O88430,C-C motif chemokine 22,CytoChemoRecept,CytoChemo,,NA,cytokine(PC00083),"extracellular region,extracellular space","chemokine activity,cytokine activity,CCR chemokine receptor binding",cyto_chemo,NA,NA
Ccl24,ENSMUSG00000004814,1928953,Q9JKC0,C-C motif chemokine 24,CytoChemoRecept,CytoChemo,,NA,cytokine(PC00083),"extracellular region,extracellular space","chemokine activity,cytokine activity,receptor ligand activity,CCR chemokine receptor binding,CCR3 chemokine receptor binding",cyto_chemo,NA,NA
Ccl25,ENSMUSG00000023235,1099448,O35903,C-C motif chemokine 25,CytoChemoRecept,CytoChemo,,NA,cytokine(PC00083),"extracellular region,membrane,extracellular space","chemokine activity,cytokine activity,chemokine receptor binding,protein binding,CCR chemokine receptor binding,CCR10 chemokine receptor binding",cyto_chemo,NA,NA
Ccl26,ENSMUSG00000070464,3589281,F8VQM2,Chemokine (C-C motif) ligand 26,CytoChemoRecept,CytoChemo,,NA,cytokine(PC00083),"extracellular region,extracellular space","chemokine activity,cytokine activity,receptor ligand activity,CCR chemokine receptor binding,CCR3 chemokine receptor binding,CX3C chemokine receptor binding",cyto_chemo,NA,NA
Ccl27a,ENSMUSG00000073888,NA,NA,NA,CytoChemoRecept,CytoChemo,,NA,NA,"extracellular region,extracellular space","chemokine activity,cytokine activity",cyto_chemo,NA,NA
Ccl27b,ENSMUSG00000096826,NA,NA,NA,CytoChemoRecept,CytoChemo,,NA,NA,"extracellular region,nucleus,extracellular space","chemokine activity,protein binding,cytokine activity,CCR3 chemokine receptor binding",cyto_chemo,NA,NA
Ccl28,ENSMUSG00000074715,1861731,Q9JIL2,C-C motif chemokine 28,CytoChemoRecept,CytoChemo,,NA,chemokine(PC00074),"extracellular region,extracellular space,secretory granule","chemokine activity,cytokine activity",cyto_chemo,NA,NA
Ccl3,ENSMUSG00000000982,98260,P10855,C-C motif chemokine 3,CytoChemoRecept,CytoChemo,,NA,cytokine(PC00083),"extracellular region,cytosol,cytoplasm,extracellular space","chemokine activity,protein binding,kinase activity,cytokine activity,identical protein binding,protein kinase activity,calcium-dependent protein kinase C activity,CCR chemokine receptor binding,phospholipase activator activity,chemoattractant activity,CCR1 chemokine receptor binding,CCR5 chemokine receptor binding",cyto_chemo,NA,NA
Ccl4,ENSMUSG00000018930,98261,P14097,C-C motif chemokine 4,CytoChemoRecept,CytoChemo,,NA,cytokine(PC00083),"extracellular region,extracellular space","chemokine activity,protein binding,cytokine activity,identical protein binding,CCR chemokine receptor binding,CCR1 chemokine receptor binding,CCR5 chemokine receptor binding",cyto_chemo,NA,NA
Ccl5,ENSMUSG00000035042,98262,P30882,C-C motif chemokine 5,CytoChemoRecept,CytoChemo,,NA,cytokine(PC00083),"extracellular region,cytoplasm,extracellular space","chemokine activity,heparin binding,cytokine activity,identical protein binding,protein homodimerization activity,protein self-association,phosphatidylinositol phospholipase C activity,protein kinase activity,CCR chemokine receptor binding,receptor signaling protein tyrosine kinase activator activity,phospholipase activator activity,chemoattractant activity,chemokine receptor binding,CCR1 chemokine receptor binding,CCR5 chemokine receptor binding,chemokine receptor antagonist activity",cyto_chemo,NA,NA
Ccl6,ENSMUSG00000018927,98263,P27784,C-C motif chemokine 6,CytoChemoRecept,CytoChemo,,NA,cytokine(PC00083),"extracellular region,extracellular space","chemokine activity,cytokine activity,CCR chemokine receptor binding,chemoattractant activity,CCR1 chemokine receptor binding",cyto_chemo,NA,NA
Ccl7,ENSMUSG00000035373,99512,Q03366,C-C motif chemokine 7,CytoChemoRecept,CytoChemo,,NA,cytokine(PC00083),"extracellular region,extracellular space","chemokine activity,cytokine activity,heparin binding,CCR chemokine receptor binding,CCR2 chemokine receptor binding,CCR1 chemokine receptor binding",cyto_chemo,NA,NA
Ccl8,ENSMUSG00000009185,101878,Q9Z121,C-C motif chemokine 8,CytoChemoRecept,CytoChemo,,NA,cytokine(PC00083),"extracellular region,extracellular space","chemokine activity,cytokine activity,heparin binding,protein kinase activity,CCR chemokine receptor binding,phospholipase activator activity",cyto_chemo,NA,NA
Ccl9,ENSMUSG00000019122,104533,P51670,C-C motif chemokine 9,CytoChemoRecept,CytoChemo,,NA,cytokine(PC00083),"extracellular region,extracellular space","chemokine activity,cytokine activity,CCR chemokine receptor binding,chemoattractant activity,CCR1 chemokine receptor binding",cyto_chemo,NA,NA
Cd70,ENSMUSG00000019489,1195273,O55237,CD70 antigen,CytoChemoRecept,CytoChemo,,"Cytokine which is the ligand for CD27. The CD70-CD27 pathway plays an important role in the generation and maintenance of T cell immunity, in particular during antiviral responses. Upon CD27 binding, induces the proliferation of costimulated T-cells and enhances the generation of cytolytic T-cells.",NA,"membrane,plasma membrane,extracellular space","protein binding,tumor necrosis factor receptor binding,cytokine activity,protease binding",cyto_chemo,NA,NA
