"ProteinID","GeneID","GeneSymbol","Description","GO_Terms","Species","Immune_Source"
"ENSGALP00010025307","ENSGALG00010017708","MEIS1","Meis homeobox 1 [Source:NCBI gene (formerly Entrezgene);Acc:395589]","","Chicken","AvianImmunome"
"ENSGALP00010025310","ENSGALG00010017708","MEIS1","Meis homeobox 1 [Source:NCBI gene (formerly Entrezgene);Acc:395589]","","Chicken","AvianImmunome"
"ENSGALP00010025313","ENSGALG00010017708","MEIS1","Meis homeobox 1 [Source:NCBI gene (formerly Entrezgene);Acc:395589]","","Chicken","AvianImmunome"
"ENSGALP00010025314","ENSGALG00010017713","ALKBH5","alkB, alkylation repair homolog 5 (E. coli) [Source:NCBI gene (formerly Entrezgene);Acc:770703]","gamma-delta T cell proliferation","Chicken","biomartGO"
"ENSGALP00010025315","ENSGALG00010017708","MEIS1","Meis homeobox 1 [Source:NCBI gene (formerly Entrezgene);Acc:395589]","","Chicken","AvianImmunome"
"ENSGALP00010025316","ENSGALG00010017712","MSH2","mutS homolog 2 [Source:UniProtKB Gene Name;Acc:A0A8V0YW57]","","Chicken","AvianImmunome"
"ENSGALP00010025318","ENSGALG00010017712","MSH2","mutS homolog 2 [Source:UniProtKB Gene Name;Acc:A0A8V0YW57]","B cell differentiation; B cell mediated immunity; isotype switching; somatic hypermutation of immunoglobulin genes; somatic recombination of immunoglobulin gene segments; somatic recombination of immunoglobulin genes involved in immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010025324","ENSGALG00010017708","MEIS1","Meis homeobox 1 [Source:NCBI gene (formerly Entrezgene);Acc:395589]","","Chicken","AvianImmunome"
"ENSGALP00010025327","ENSGALG00010017712","MSH2","mutS homolog 2 [Source:UniProtKB Gene Name;Acc:A0A8V0YW57]","","Chicken","AvianImmunome"
"ENSGALP00010025362","ENSGALG00010017733","TRIM62","tripartite motif containing 62 [Source:UniProtKB Gene Name;Acc:A0A8V0Z4D1]","","Chicken","AvianImmunome"
"ENSGALP00010025364","ENSGALG00010017733","TRIM62","tripartite motif containing 62 [Source:UniProtKB Gene Name;Acc:A0A8V0Z4D1]","innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010025385","ENSGALG00010017746","MSH6","mutS homolog 6 [Source:NCBI gene (formerly Entrezgene);Acc:421291]","","Chicken","AvianImmunome"
"ENSGALP00010025387","ENSGALG00010017746","MSH6","mutS homolog 6 [Source:NCBI gene (formerly Entrezgene);Acc:421291]","isotype switching; somatic hypermutation of immunoglobulin genes; somatic recombination of immunoglobulin gene segments","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010025391","ENSGALG00010017752","IDO2","indoleamine 2,3-dioxygenase 2 [Source:UniProtKB Gene Name;Acc:A0A8V0YWD2]","immune system process","Chicken","biomartGO"
"ENSGALP00010025407","ENSGALG00010017756","EIF2B5","eukaryotic translation initiation factor 2B subunit epsilon [Source:UniProtKB Gene Name;Acc:A0A8V0ZAC8]","","Chicken","AvianImmunome"
"ENSGALP00010025412","ENSGALG00010017756","EIF2B5","eukaryotic translation initiation factor 2B subunit epsilon [Source:UniProtKB Gene Name;Acc:A0A8V0ZAC8]","","Chicken","AvianImmunome"
"ENSGALP00010025413","ENSGALG00010017760","","G protein-coupled receptor 33 [Source:HGNC Symbol;Acc:HGNC:4489]","complement receptor mediated signaling pathway","Chicken","biomartGO"
"ENSGALP00010025417","ENSGALG00010017756","EIF2B5","eukaryotic translation initiation factor 2B subunit epsilon [Source:UniProtKB Gene Name;Acc:A0A8V0ZAC8]","T cell receptor signaling pathway","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010025530","ENSGALG00010017810","HIF1A","hypoxia inducible factor 1 alpha subunit [Source:NCBI gene (formerly Entrezgene);Acc:374177]","","Chicken","AvianImmunome"
"ENSGALP00010025535","ENSGALG00010017810","HIF1A","hypoxia inducible factor 1 alpha subunit [Source:NCBI gene (formerly Entrezgene);Acc:374177]","B-1 B cell homeostasis","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010025538","ENSGALG00010017810","HIF1A","hypoxia inducible factor 1 alpha subunit [Source:NCBI gene (formerly Entrezgene);Acc:374177]","","Chicken","AvianImmunome"
"ENSGALP00010025539","ENSGALG00010017810","HIF1A","hypoxia inducible factor 1 alpha subunit [Source:NCBI gene (formerly Entrezgene);Acc:374177]","","Chicken","AvianImmunome"
"ENSGALP00010025542","ENSGALG00010017810","HIF1A","hypoxia inducible factor 1 alpha subunit [Source:NCBI gene (formerly Entrezgene);Acc:374177]","","Chicken","AvianImmunome"
"ENSGALP00010025581","ENSGALG00010017826","PABPC4","poly(A) binding protein cytoplasmic 4 [Source:UniProtKB Gene Name;Acc:E1C903]","","Chicken","AvianImmunome"
"ENSGALP00010025583","ENSGALG00010017826","PABPC4","poly(A) binding protein cytoplasmic 4 [Source:UniProtKB Gene Name;Acc:E1C903]","","Chicken","AvianImmunome"
"ENSGALP00010025589","ENSGALG00010017831","PLEK","pleckstrin [Source:NCBI gene (formerly Entrezgene);Acc:395669]","","Chicken","AvianImmunome"
"ENSGALP00010025590","ENSGALG00010017831","PLEK","pleckstrin [Source:NCBI gene (formerly Entrezgene);Acc:395669]","","Chicken","AvianImmunome"
"ENSGALP00010025595","ENSGALG00010017831","PLEK","pleckstrin [Source:NCBI gene (formerly Entrezgene);Acc:395669]","","Chicken","AvianImmunome"
"ENSGALP00010025597","ENSGALG00010017831","PLEK","pleckstrin [Source:NCBI gene (formerly Entrezgene);Acc:395669]","","Chicken","AvianImmunome"
"ENSGALP00010025599","ENSGALG00010017831","PLEK","pleckstrin [Source:NCBI gene (formerly Entrezgene);Acc:395669]","","Chicken","AvianImmunome"
"ENSGALP00010025601","ENSGALG00010017831","PLEK","pleckstrin [Source:NCBI gene (formerly Entrezgene);Acc:395669]","","Chicken","AvianImmunome"
"ENSGALP00010025605","ENSGALG00010017831","PLEK","pleckstrin [Source:NCBI gene (formerly Entrezgene);Acc:395669]","","Chicken","AvianImmunome"
"ENSGALP00010025606","ENSGALG00010017831","PLEK","pleckstrin [Source:NCBI gene (formerly Entrezgene);Acc:395669]","","Chicken","AvianImmunome"
"ENSGALP00010025608","ENSGALG00010017831","PLEK","pleckstrin [Source:NCBI gene (formerly Entrezgene);Acc:395669]","","Chicken","AvianImmunome"
"ENSGALP00010025612","ENSGALG00010017831","PLEK","pleckstrin [Source:NCBI gene (formerly Entrezgene);Acc:395669]","","Chicken","AvianImmunome"
"ENSGALP00010025641","ENSGALG00010017860","CYSLTR1","cysteinyl leukotriene receptor 1 [Source:UniProtKB Gene Name;Acc:A0A8V0Z3H0]","","Chicken","AvianImmunome"
"ENSGALP00010025644","ENSGALG00010017860","CYSLTR1","cysteinyl leukotriene receptor 1 [Source:UniProtKB Gene Name;Acc:A0A8V0Z3H0]","inflammatory response to antigenic stimulus","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010025645","ENSGALG00010017860","CYSLTR1","cysteinyl leukotriene receptor 1 [Source:UniProtKB Gene Name;Acc:A0A8V0Z3H0]","","Chicken","AvianImmunome"
"ENSGALP00010025648","ENSGALG00010017860","CYSLTR1","cysteinyl leukotriene receptor 1 [Source:UniProtKB Gene Name;Acc:A0A8V0Z3H0]","","Chicken","AvianImmunome"
"ENSGALP00010025649","ENSGALG00010017860","CYSLTR1","cysteinyl leukotriene receptor 1 [Source:UniProtKB Gene Name;Acc:A0A8V0Z3H0]","","Chicken","AvianImmunome"
"ENSGALP00010025652","ENSGALG00010017860","CYSLTR1","cysteinyl leukotriene receptor 1 [Source:UniProtKB Gene Name;Acc:A0A8V0Z3H0]","","Chicken","AvianImmunome"
"ENSGALP00010025654","ENSGALG00010017860","CYSLTR1","cysteinyl leukotriene receptor 1 [Source:UniProtKB Gene Name;Acc:A0A8V0Z3H0]","","Chicken","AvianImmunome"
"ENSGALP00010025656","ENSGALG00010017860","CYSLTR1","cysteinyl leukotriene receptor 1 [Source:UniProtKB Gene Name;Acc:A0A8V0Z3H0]","","Chicken","AvianImmunome"
"ENSGALP00010025659","ENSGALG00010017860","CYSLTR1","cysteinyl leukotriene receptor 1 [Source:UniProtKB Gene Name;Acc:A0A8V0Z3H0]","","Chicken","AvianImmunome"
"ENSGALP00010025661","ENSGALG00010017860","CYSLTR1","cysteinyl leukotriene receptor 1 [Source:UniProtKB Gene Name;Acc:A0A8V0Z3H0]","","Chicken","AvianImmunome"
"ENSGALP00010025701","ENSGALG00010017894","KAT6A","lysine acetyltransferase 6A [Source:UniProtKB Gene Name;Acc:A0A8V0Z588]","","Chicken","AvianImmunome"
"ENSGALP00010025706","ENSGALG00010017894","KAT6A","lysine acetyltransferase 6A [Source:UniProtKB Gene Name;Acc:A0A8V0Z588]","","Chicken","AvianImmunome"
"ENSGALP00010025709","ENSGALG00010017894","KAT6A","lysine acetyltransferase 6A [Source:UniProtKB Gene Name;Acc:A0A8V0Z588]","","Chicken","AvianImmunome"
"ENSGALP00010025713","ENSGALG00010017894","KAT6A","lysine acetyltransferase 6A [Source:UniProtKB Gene Name;Acc:A0A8V0Z588]","","Chicken","AvianImmunome"
"ENSGALP00010025722","ENSGALG00010017894","KAT6A","lysine acetyltransferase 6A [Source:UniProtKB Gene Name;Acc:A0A8V0Z588]","","Chicken","AvianImmunome"
"ENSGALP00010025755","ENSGALG00010017922","MERTK","MER proto-onco, tyrosine kinase [Source:NCBI gene (formerly Entrezgene);Acc:395836]","","Chicken","AvianImmunome"
"ENSGALP00010025761","ENSGALG00010017922","MERTK","MER proto-onco, tyrosine kinase [Source:NCBI gene (formerly Entrezgene);Acc:395836]","","Chicken","AvianImmunome"
"ENSGALP00010025763","ENSGALG00010017922","MERTK","MER proto-onco, tyrosine kinase [Source:NCBI gene (formerly Entrezgene);Acc:395836]","lymphocyte activation; natural killer cell differentiation","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010025767","ENSGALG00010017933","SIX1","SIX homeobox 1 [Source:NCBI gene (formerly Entrezgene);Acc:693262]","","Chicken","AvianImmunome"
"ENSGALP00010025863","ENSGALG00010018000","MAP2K1","mitogen-activated protein kinase kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:415549]","","Chicken","AvianImmunome"
"ENSGALP00010025870","ENSGALG00010018000","MAP2K1","mitogen-activated protein kinase kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:415549]","","Chicken","AvianImmunome"
"ENSGALP00010025873","ENSGALG00010018000","MAP2K1","mitogen-activated protein kinase kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:415549]","","Chicken","AvianImmunome"
"ENSGALP00010025876","ENSGALG00010018011","LIPA","lipase A, lysosomal acid type [Source:UniProtKB Gene Name;Acc:A0A8V0ZBM1]","T cell differentiation; T cell proliferation; macrophage homeostasis","Chicken","biomartGO"
"ENSGALP00010025882","ENSGALG00010018000","MAP2K1","mitogen-activated protein kinase kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:415549]","","Chicken","AvianImmunome"
"ENSGALP00010025891","ENSGALG00010018000","MAP2K1","mitogen-activated protein kinase kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:415549]","","Chicken","AvianImmunome"
"ENSGALP00010025900","ENSGALG00010018016","IFIT5","interferon induced protein with tetratricopeptide repeats 5 [Source:NCBI gene (formerly Entrezgene);Acc:423790]","immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010025929","ENSGALG00010018035","ITM2A","integral membrane protein 2A [Source:NCBI gene (formerly Entrezgene);Acc:422145]","","Chicken","AvianImmunome"
"ENSGALP00010025932","ENSGALG00010018035","ITM2A","integral membrane protein 2A [Source:NCBI gene (formerly Entrezgene);Acc:422145]","","Chicken","AvianImmunome"
"ENSGALP00010025936","ENSGALG00010018035","ITM2A","integral membrane protein 2A [Source:NCBI gene (formerly Entrezgene);Acc:422145]","","Chicken","AvianImmunome"
"ENSGALP00010025965","ENSGALG00010018054","SMAD6","SMAD family member 6 [Source:NCBI gene (formerly Entrezgene);Acc:374096]","","Chicken","AvianImmunome"
"ENSGALP00010025978","ENSGALG00010018054","SMAD6","SMAD family member 6 [Source:NCBI gene (formerly Entrezgene);Acc:374096]","immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010025984","ENSGALG00010018058","ITPKC","inositol-trisphosphate 3-kinase C [Source:UniProtKB Gene Name;Acc:A0A8V0Z4Z4]","T cell differentiation; myeloid cell homeostasis; positive thymic T cell selection; thymic T cell selection","Chicken","biomartGO"
"ENSGALP00010026014","ENSGALG00010018083","PAX1","paired box 1 [Source:HGNC Symbol;Acc:HGNC:8615]","CD4-positive, alpha-beta T cell differentiation; CD8-positive, alpha-beta T cell differentiation","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010026027","ENSGALG00010018099","SMAD3","SMAD family member 3 [Source:NCBI gene (formerly Entrezgene);Acc:395132]","","Chicken","AvianImmunome"
"ENSGALP00010026029","ENSGALG00010018102","ZDHHC4","zinc finger DHHC-type palmitoyltransferase 4 [Source:UniProtKB Gene Name;Acc:A0A8V0Z649]","cytoplasmic pattern recognition receptor signaling pathway","Chicken","biomartGO"
"ENSGALP00010026035","ENSGALG00010018099","SMAD3","SMAD family member 3 [Source:NCBI gene (formerly Entrezgene);Acc:395132]","","Chicken","AvianImmunome"
"ENSGALP00010026036","ENSGALG00010018099","SMAD3","SMAD family member 3 [Source:NCBI gene (formerly Entrezgene);Acc:395132]","T cell activation; immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010026038","ENSGALG00010018099","SMAD3","SMAD family member 3 [Source:NCBI gene (formerly Entrezgene);Acc:395132]","","Chicken","AvianImmunome"
"ENSGALP00010026076","ENSGALG00010018103","BTRC","beta-transducin repeat containing E3 ubiquitin protein ligase [Source:UniProtKB Gene Name;Acc:A0A8V0YYE7]","T cell receptor signaling pathway","Chicken","biomartGO"
"ENSGALP00010026123","ENSGALG00010018174","BMP4","bone morphotic protein 4 [Source:NCBI gene (formerly Entrezgene);Acc:396165]","","Chicken","AvianImmunome"
"ENSGALP00010026128","ENSGALG00010018174","BMP4","bone morphotic protein 4 [Source:NCBI gene (formerly Entrezgene);Acc:396165]","","Chicken","AvianImmunome"
"ENSGALP00010026176","ENSGALG00010018226","JAG1","jagged canonical Notch ligand 1 [Source:UniProtKB Gene Name;Acc:E1BTW5]","","Chicken","AvianImmunome"
"ENSGALP00010026180","ENSGALG00010018226","JAG1","jagged canonical Notch ligand 1 [Source:UniProtKB Gene Name;Acc:E1BTW5]","T cell mediated immunity","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010026182","ENSGALG00010018233","RASSF2","Ras association domain family member 2 [Source:NCBI gene (formerly Entrezgene);Acc:419521]","","Chicken","AvianImmunome"
"ENSGALP00010026201","ENSGALG00010018261","PRNP","prion protein [Source:NCBI gene (formerly Entrezgene);Acc:396452]","","Chicken","AvianImmunome"
"ENSGALP00010026203","ENSGALG00010018261","PRNP","prion protein [Source:NCBI gene (formerly Entrezgene);Acc:396452]","","Chicken","AvianImmunome"
"ENSGALP00010026208","ENSGALG00010018261","PRNP","prion protein [Source:NCBI gene (formerly Entrezgene);Acc:396452]","","Chicken","AvianImmunome"
"ENSGALP00010026214","ENSGALG00010018261","PRNP","prion protein [Source:NCBI gene (formerly Entrezgene);Acc:396452]","","Chicken","AvianImmunome"
"ENSGALP00010026271","ENSGALG00010018311","NKX2-3","NK2 homeobox 3 [Source:NCBI gene (formerly Entrezgene);Acc:107053698]","B cell differentiation; CD4-positive, alpha-beta T cell differentiation; immune response; leukocyte homeostasis; leukocyte migration","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010026309","ENSGALG00010018329","","","immune response","Chicken","biomartGO"
"ENSGALP00010026327","ENSGALG00010018335","AQP8","aquaporin 8 [Source:UniProtKB Gene Name;Acc:A0A8V0Z5W6]","B cell differentiation","Chicken","biomartGO"
"ENSGALP00010026334","ENSGALG00010018342","BNIP3L","BCL2 interacting protein 3 like [Source:NCBI gene (formerly Entrezgene);Acc:419522]","","Chicken","AvianImmunome"
"ENSGALP00010026338","ENSGALG00010018342","BNIP3L","BCL2 interacting protein 3 like [Source:NCBI gene (formerly Entrezgene);Acc:419522]","","Chicken","AvianImmunome"
"ENSGALP00010026344","ENSGALG00010018342","BNIP3L","BCL2 interacting protein 3 like [Source:NCBI gene (formerly Entrezgene);Acc:419522]","","Chicken","AvianImmunome"
"ENSGALP00010026348","ENSGALG00010018342","BNIP3L","BCL2 interacting protein 3 like [Source:NCBI gene (formerly Entrezgene);Acc:419522]","","Chicken","AvianImmunome"
"ENSGALP00010026352","ENSGALG00010018342","BNIP3L","BCL2 interacting protein 3 like [Source:NCBI gene (formerly Entrezgene);Acc:419522]","","Chicken","AvianImmunome"
"ENSGALP00010026364","ENSGALG00010018354","AARS2","alanyl-tRNA synthetase 2, mitochondrial [Source:NCBI gene (formerly Entrezgene);Acc:421436]","cGAS/STING signaling pathway","Chicken","biomartGO"
"ENSGALP00010026366","ENSGALG00010018355","PRKCB","protein kinase C beta [Source:UniProtKB Gene Name;Acc:A0A1D5PCZ1]","B cell activation; B cell receptor signaling pathway; adaptive immune response; immune system process","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010026368","ENSGALG00010018355","PRKCB","protein kinase C beta [Source:UniProtKB Gene Name;Acc:A0A1D5PCZ1]","","Chicken","AvianImmunome"
"ENSGALP00010026434","ENSGALG00010018393","PRKCE","protein kinase C epsilon [Source:UniProtKB Gene Name;Acc:A0A8V0ZD48]","","Chicken","AvianImmunome"
"ENSGALP00010026437","ENSGALG00010018393","PRKCE","protein kinase C epsilon [Source:UniProtKB Gene Name;Acc:A0A8V0ZD48]","TRAM-dependent toll-like receptor 4 signaling pathway; immune system process","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010026447","ENSGALG00010018398","LRFN5","leucine rich repeat and fibronectin type III domain containing 5 [Source:UniProtKB Gene Name;Acc:A0A8V0Z697]","","Chicken","AvianImmunome"
"ENSGALP00010026450","ENSGALG00010018398","LRFN5","leucine rich repeat and fibronectin type III domain containing 5 [Source:UniProtKB Gene Name;Acc:A0A8V0Z697]","","Chicken","AvianImmunome"
"ENSGALP00010026477","ENSGALG00010018414","EPAS1","endothelial PAS domain protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:395596]","","Chicken","AvianImmunome"
"ENSGALP00010026479","ENSGALG00010018413","SLC15A2","solute carrier family 15 member 2 [Source:NCBI gene (formerly Entrezgene);Acc:424244]","immune system process; innate immune response","Chicken","biomartGO"
"ENSGALP00010026481","ENSGALG00010018413","SLC15A2","solute carrier family 15 member 2 [Source:NCBI gene (formerly Entrezgene);Acc:424244]","immune system process; innate immune response","Chicken","biomartGO"
