ProteinID,GeneID,GeneSymbol,Description,GO_Terms,Species
ENSMUSP00000071783,ENSMUSG00000058618,Defa39,"defensin, alpha, 39 [Source:MGI Symbol;Acc:MGI:3611585]",antibacterial humoral response; antimicrobial humoral immune response mediated by antimicrobial peptide; defense response; defense response to Gram-negative bacterium; defense response to Gram-positive bacterium; defense response to bacterium; disruption of plasma membrane integrity in another organism; extracellular region; extracellular space; innate immune response; pore-forming activity; response to bacterium,Mouse
ENSMUSP00000071813,ENSMUSG00000052736,Klrc2,"killer cell lectin-like receptor subfamily C, member 2 [Source:MGI Symbol;Acc:MGI:1336162]",MHC class I protein complex binding; adaptive immune response; carbohydrate binding; immune response-regulating cell surface receptor signaling pathway; immune system process; innate immune response; membrane; plasma membrane; receptor complex; regulation of natural killer cell mediated cytotoxicity,Mouse
ENSMUSP00000071836,ENSMUSG00000029217,Tec,tec protein tyrosine kinase [Source:MGI Symbol;Acc:MGI:98662],ATP binding; B cell receptor signaling pathway; adaptive immune response; cytoplasm; cytoskeleton; cytosol; immune system process; integrin-mediated signaling pathway; intracellular signal transduction; kinase activity; lipid binding; metal ion binding; non-membrane spanning protein tyrosine kinase activity; nucleotide binding; plasma membrane; protein binding; protein kinase activity; protein phosphorylation; protein tyrosine kinase activity; regulation of platelet activation; tissue regeneration; transferase activity; zinc ion binding,Mouse
ENSMUSP00000071994,ENSMUSG00000057439,Kir3dl2,"killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 2 [Source:MGI Symbol;Acc:MGI:3612791]",biological_process; immune response-regulating signaling pathway; membrane; molecular_function; plasma membrane,Mouse
ENSMUSP00000072154,ENSMUSG00000014932,Yes1,"YES proto-oncogene 1, Src family tyrosine kinase [Source:MGI Symbol;Acc:MGI:99147]",ATP binding; Golgi apparatus; actin filament; anchoring junction; cell differentiation; cell surface receptor protein tyrosine kinase signaling pathway; cellular response to retinoic acid; centrosome; cytoplasm; cytoskeleton; cytosol; enzyme binding; kinase activity; membrane; non-membrane spanning protein tyrosine kinase activity; nucleotide binding; phosphotyrosine residue binding; plasma membrane; positive regulation of transcription by RNA polymerase II; protein binding; protein kinase activity; protein phosphorylation; protein tyrosine kinase activity; regulation of D-glucose transmembrane transport; signaling receptor binding; transferase activity; transmembrane transporter binding,Mouse
ENSMUSP00000072199,ENSMUSG00000033335,Dnm2,dynamin 2 [Source:MGI Symbol;Acc:MGI:109547],"GTP binding; GTPase activity; Golgi apparatus; actin filament bundle organization; anchoring junction; autophagy; cell projection; centriole; centrosome; clathrin-coated pit; clathrin-coated vesicle; cytoplasm; cytoplasmic vesicle; cytoskeleton; cytosol; endocytosis; endosome; hydrolase activity; membrane; membrane tubulation; microtubule; midbody; negative regulation of membrane tubulation; neuron projection; nucleotide binding; phagocytic cup; phagocytic vesicle membrane; phagocytosis; phosphatidylinositol-4,5-bisphosphate binding; photoreceptor inner segment; podosome; postsynaptic density; postsynaptic membrane; presynapse; protein polymerization; receptor internalization; receptor-mediated endocytosis; recycling endosome; synapse; synaptic vesicle endocytosis; transferrin transport; uropod",Mouse
ENSMUSP00000072223,ENSMUSG00000040987,Mill2,MHC I like leukocyte 2 [Source:MGI Symbol;Acc:MGI:2179989],extracellular space; immune response; membrane; plasma membrane; protein binding; side of membrane,Mouse
ENSMUSP00000072246,ENSMUSG00000040987,Mill2,MHC I like leukocyte 2 [Source:MGI Symbol;Acc:MGI:2179989],extracellular space; immune response; membrane; plasma membrane; protein binding; side of membrane,Mouse
ENSMUSP00000072302,ENSMUSG00000036469,Marchf1,membrane associated ring-CH-type finger 1 [Source:MGI Symbol;Acc:MGI:1920175],Golgi apparatus; MHC protein binding; antigen processing and presentation of peptide antigen via MHC class II; cytoplasm; cytoplasmic vesicle; cytoplasmic vesicle membrane; early endosome membrane; endoplasmic reticulum membrane; endosome; immune response; immune system process; late endosome membrane; lysosomal membrane; lysosome; membrane; metal ion binding; plasma membrane; protein polyubiquitination; protein ubiquitination; transferase activity; ubiquitin protein ligase activity; ubiquitin-protein transferase activity; zinc ion binding,Mouse
ENSMUSP00000072334,ENSMUSG00000041112,Elmo1,engulfment and cell motility 1 [Source:MGI Symbol;Acc:MGI:2153044],"actin cytoskeleton organization; actin filament organization; actin filament-based process; apoptotic process; cell motility; cytoplasm; glutamatergic synapse; guanyl-nucleotide exchange factor activity; guanyl-nucleotide exchange factor complex; membrane; phagocytosis; phagocytosis, engulfment; plasma membrane; postsynapse; protein binding",Mouse
ENSMUSP00000072763,ENSMUSG00000026288,Inpp5d,inositol polyphosphate-5-phosphatase D [Source:MGI Symbol;Acc:MGI:107357],"apoptotic process; cytoplasm; cytoskeleton; cytosol; determination of adult lifespan; hydrolase activity; immune system process; immunoglobulin mediated immune response; inositol-1,3,4,5-tetrakisphosphate 5-phosphatase activity; inositol-polyphosphate 5-phosphatase activity; intracellular signal transduction; lipid metabolic process; membrane; membrane raft; negative regulation of B cell activation; negative regulation of B cell proliferation; negative regulation of granulocyte differentiation; negative regulation of immune response; negative regulation of osteoclast differentiation; negative regulation of signal transduction; phosphatase activity; phosphatidylinositol dephosphorylation; phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity; phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity; plasma membrane; positive regulation of B cell differentiation; positive regulation of apoptotic process; positive regulation of lymphocyte differentiation; protein binding; regulation of immune response",Mouse
ENSMUSP00000072764,ENSMUSG00000001123,Lgals9,"lectin, galactose binding, soluble 9 [Source:MGI Symbol;Acc:MGI:109496]",carbohydrate binding; positive regulation of innate immune response,Mouse
ENSMUSP00000072800,ENSMUSG00000061353,Cxcl12,C-X-C motif chemokine ligand 12 [Source:MGI Symbol;Acc:MGI:103556],CXCL12-activated CXCR4 signaling pathway; CXCR chemokine receptor binding; adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway; adult locomotory behavior; animal organ regeneration; cell chemotaxis; cellular response to chemokine; chemokine (C-X-C motif) ligand 12 signaling pathway; chemokine activity; chemokine receptor binding; chemokine-mediated signaling pathway; chemotaxis; cytokine activity; defense response; detection of mechanical stimulus involved in sensory perception of pain; detection of temperature stimulus involved in sensory perception of pain; extracellular region; extracellular space; growth factor activity; immune response; integrin activation; integrin binding; negative regulation of dendritic cell apoptotic process; negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage; negative regulation of leukocyte tethering or rolling; neuron migration; positive regulation of T cell migration; positive regulation of axon extension involved in axon guidance; positive regulation of calcium ion import; positive regulation of cell adhesion; positive regulation of cell migration; positive regulation of cell population proliferation; positive regulation of chemotaxis; positive regulation of dopamine secretion; positive regulation of endothelial cell proliferation; positive regulation of monocyte chemotaxis; positive regulation of neuron differentiation; positive regulation of vasculature development; regulation of calcium ion transport; response to hypoxia; response to mechanical stimulus; response to peptide hormone; response to ultrasound; telencephalon cell migration,Mouse
ENSMUSP00000072859,ENSMUSG00000025225,Nfkb2,"nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100 [Source:MGI Symbol;Acc:MGI:1099800]","DNA binding; DNA-binding transcription factor activity; DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding; cytoplasm; extracellular matrix organization; intracellular signaling cassette; lymph node development; nucleus; protein binding; regulation of DNA-templated transcription; rhythmic process; signal transduction; spleen development",Mouse
ENSMUSP00000072895,ENSMUSG00000060508,Nlrp9b,"NLR family, pyrin domain containing 9B [Source:MGI Symbol;Acc:MGI:2675377]",ATP binding; blastocyst development; canonical inflammasome complex; cytoplasm; defense response to virus; immune system process; inflammatory response; innate immune response; nucleotide binding; protein binding; pyroptotic inflammatory response; regulation of inflammatory response,Mouse
